0.202557,243.88876938819885
0.373494,264.62955832481384
9.57833,316.5389919281006
9.94514,1065.6928036212921
0.11561,284.3891706466675
0.209039,451.8265006542206
0.400095,514.5905396938324
0.356794,352.588148355484
3.17254,787.8270039558411
0.373494,337.9884214401245
0.351288,322.8003714084625
0.296943,199.55621314048767
0.371691,262.1195738315582
0.464155,352.59729170799255
0.401449,356.83069682121277
0.294226,540.5074746608734
0.366586,665.4315021038055
0.364496,237.2676022052765
0.524755,233.12162733078003
0.370794,319.90084981918335
0.385934,601.9057695865631
0.371691,216.5537087917328
0.282923,195.72934532165527
